Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
HS    16-cell    Image_11_191016    B04957    77    188    538    21    5    FALSE
HS    16-cell    Image_11_191016    B04957    78    393    596    17    18    TRUE
HS    16-cell    Image_11_191016    B04957    79    403    589    16    8    FALSE
HS    16-cell    Image_11_191016    B04957    80    337    613    13    7    FALSE
HS    16-cell    Image_11_191016    B04957    81    32    224    15    7    FALSE
HS    16-cell    Image_11_191016    B04957    82    343    294    20    5    FALSE
HS    16-cell    Image_11_191016    B04957    83    313    307    14    6    FALSE
HS    16-cell    Image_11_191016    B04957    84    297    375    16    19    FALSE
HS    16-cell    Image_11_191016    B04957    85    353    275    22    11    FALSE
HS    16-cell    Image_11_191016    B04957    86    327    284    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    87    158    349    16    6    FALSE
HS    16-cell    Image_11_191016    B04957    88    159    189    16    5    FALSE
HS    16-cell    Image_11_191016    B04957    89    388    305    17    11    FALSE
HS    16-cell    Image_11_191016    B04957    90    143    360    19    10    FALSE
HS    16-cell    Image_11_191016    B04957    91    325    428    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    92    359    489    17    10    FALSE
HS    16-cell    Image_11_191016    B04957    93    437    560    18    18    TRUE
HS    16-cell    Image_11_191016    B04957    94    205    85    18    7    FALSE
HS    16-cell    Image_11_191016    B04957    95    300    146    19    6    FALSE
HS    16-cell    Image_11_191016    B04957    96    256    354    18    8    FALSE
HS    16-cell    Image_11_191016    B04957    97    185    357    18    7    FALSE
HS    16-cell    Image_11_191016    B04957    98    153    367    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    99    235    590    18    5    FALSE
HS    16-cell    Image_11_191016    B04957    100    176    61    19    7    FALSE
HS    16-cell    Image_11_191016    B04957    101    47    105    18    5    FALSE
HS    16-cell    Image_11_191016    B04957    102    200    124    18    11    FALSE
HS    16-cell    Image_11_191016    B04957    103    334    198    18    11    FALSE
HS    16-cell    Image_11_191016    B04957    104    45    199    19    5    FALSE
HS    16-cell    Image_11_191016    B04957    105    173    325    18    5    FALSE
HS    16-cell    Image_11_191016    B04957    106    131    390    19    5    FALSE
HS    16-cell    Image_11_191016    B04957    107    358    439    20    9    FALSE
HS    16-cell    Image_11_191016    B04957    108    357    457    21    6    FALSE
HS    16-cell    Image_11_191016    B04957    109    342    223    20    7    FALSE
HS    16-cell    Image_11_191016    B04957    110    221    266    19    13    FALSE
HS    16-cell    Image_11_191016    B04957    111    116    383    18    7    FALSE
HS    16-cell    Image_11_191016    B04957    112    398    496    20    7    TRUE
HS    16-cell    Image_11_191016    B04957    113    430    504    19    5    TRUE
HS    16-cell    Image_11_191016    B04957    114    254    525    19    7    FALSE
HS    16-cell    Image_11_191016    B04957    115    302    582    19    6    FALSE
HS    16-cell    Image_11_191016    B04957    116    264    590    20    5    FALSE
HS    16-cell    Image_11_191016    B04957    117    379    311    20    10    FALSE
HS    16-cell    Image_11_191016    B04957    118    143    312    20    5    FALSE
HS    16-cell    Image_11_191016    B04957    119    419    503    20    10    TRUE
HS    16-cell    Image_11_191016    B04957    120    323    510    21    9    FALSE
HS    16-cell    Image_11_191016    B04957    121    289    610    20    5    FALSE
HS    16-cell    Image_11_191016    B04957    122    61    83    21    5    FALSE
HS    16-cell    Image_11_191016    B04957    123    247    128    21    6    FALSE
HS    16-cell    Image_11_191016    B04957    124    311    175    22    6    FALSE
HS    16-cell    Image_11_191016    B04957    125    177    342    22    7    FALSE
HS    16-cell    Image_11_191016    B04957    126    295    424    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    127    226    532    21    5    FALSE
HS    16-cell    Image_11_191016    B04957    128    319    154    23    7    FALSE
HS    16-cell    Image_11_191016    B04957    129    194    163    22    7    FALSE
HS    16-cell    Image_11_191016    B04957    130    65    273    23    5    FALSE
HS    16-cell    Image_11_191016    B04957    131    157    303    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    132    72    352    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    133    346    393    22    7    FALSE
HS    16-cell    Image_11_191016    B04957    134    408    434    22    5    FALSE
HS    16-cell    Image_11_191016    B04957    135    251    198    23    5    FALSE
HS    16-cell    Image_11_191016    B04957    136    328    357    23    5    FALSE
HS    16-cell    Image_11_191016    set-3    1    121    205    10    5    FALSE
HS    16-cell    Image_11_191016    set-3    2    326    425    10    6    FALSE
HS    16-cell    Image_11_191016    set-3    3    433    521    11    11    TRUE
HS    16-cell    Image_11_191016    set-3    4    437    565    17    7    TRUE
HS    16-cell    Image_11_191016    set-3    5    401    597    18    7    FALSE
HS    16-cell    Image_11_191016    set-3    6    390    597    17    5    TRUE
HS    16-cell    Image_11_191016    set-3    7    52    125    17    5    FALSE
HS    16-cell    Image_11_191016    set-3    8    444    483    20    10    TRUE
HS    16-cell    Image_11_191016    set-3    9    251    358    21    9    FALSE
HS    16-cell    Image_11_191016    set-3    10    422    505    21    8    TRUE
HS    16-cell    Image_11_191016    set-3    11    118    329    23    5    FALSE
HS    16-cell    Image_12_191014    B04957    1    90    296    26    5    FALSE
HS    16-cell    Image_12_191014    B04957    2    102    355    7    5    FALSE
HS    16-cell    Image_12_191014    B04957    3    162    220    16    5    FALSE
HS    16-cell    Image_12_191014    B04957    4    170    328    31    7    FALSE
HS    16-cell    Image_12_191014    B04957    5    170    163    31    6    FALSE
HS    16-cell    Image_12_191014    B04957    6    192    273    22    6    FALSE
HS    16-cell    Image_12_191014    B04957    7    251    210    6    9    FALSE
HS    16-cell    Image_12_191014    B04957    8    256    362    33    6    FALSE
HS    16-cell    Image_12_191014    B04957    9    277    141    33    8    FALSE
HS    16-cell    Image_12_191014    B04957    10    294    205    25    6    FALSE
HS    16-cell    Image_12_191014    B04957    11    298    66    8    6    FALSE
HS    16-cell    Image_12_191014    B04957    12    315    160    33    6    FALSE
HS    16-cell    Image_12_191014    B04957    13    324    228    6    9    FALSE
HS    16-cell    Image_12_191014    B04957    14    334    128    9    5    FALSE
HS    16-cell    Image_12_191014    B04957    15    363    186    7    8    FALSE
HS    16-cell    Image_12_191014    B04957    16    400    214    13    9    FALSE
HS    16-cell    Image_12_191014    B04957    17    400    48    12    10    TRUE
HS    16-cell    Image_12_191014    B04957    18    467    168    18    17    FALSE
HS    16-cell    Image_12_191014    B04957    19    324    303    6    8    FALSE
HS    16-cell    Image_12_191014    B04957    20    69    401    7    6    FALSE
HS    16-cell    Image_12_191014    B04957    21    290    83    7    9    FALSE
HS    16-cell    Image_12_191014    B04957    22    413    148    7    11    FALSE
HS    16-cell    Image_12_191014    B04957    23    294    259    6    7    FALSE
HS    16-cell    Image_12_191014    B04957    24    312    357    7    12    FALSE
HS    16-cell    Image_12_191014    B04957    25    263    96    6    7    FALSE
HS    16-cell    Image_12_191014    B04957    26    345    132    6    5    FALSE
HS    16-cell    Image_12_191014    B04957    27    466    211    8    7    FALSE
HS    16-cell    Image_12_191014    B04957    28    318    249    6    7    FALSE
HS    16-cell    Image_12_191014    B04957    29    386    272    12    5    FALSE
HS    16-cell    Image_12_191014    B04957    30    176    307    9    10    FALSE
HS    16-cell    Image_12_191014    B04957    31    149    330    6    5    FALSE
HS    16-cell    Image_12_191014    B04957    32    193    415    7    7    FALSE
HS    16-cell    Image_12_191014    B04957    33    304    111    9    5    FALSE
HS    16-cell    Image_12_191014    B04957    34    446    146    9    5    FALSE
HS    16-cell    Image_12_191014    B04957    35    161    206    8    9    FALSE
HS    16-cell    Image_12_191014    B04957    36    209    240    8    5    FALSE
HS    16-cell    Image_12_191014    B04957    37    305    163    9    5    FALSE
HS    16-cell    Image_12_191014    B04957    38    275    189    10    5    FALSE
HS    16-cell    Image_12_191014    B04957    39    147    425    11    6    FALSE
HS    16-cell    Image_12_191014    B04957    40    406    185    10    14    FALSE
HS    16-cell    Image_12_191014    B04957    41    176    188    9    5    FALSE
HS    16-cell    Image_12_191014    B04957    42    285    222    11    8    FALSE
HS    16-cell    Image_12_191014    B04957    43    292    320    12    6    FALSE
HS    16-cell    Image_12_191014    B04957    44    421    63    16    22    TRUE
HS    16-cell    Image_12_191014    B04957    45    472    115    14    6    TRUE
HS    16-cell    Image_12_191014    B04957    46    380    181    13    10    FALSE
HS    16-cell    Image_12_191014    B04957    47    217    362    13    5    FALSE
HS    16-cell    Image_12_191014    B04957    48    408    96    12    5    TRUE
HS    16-cell    Image_12_191014    B04957    49    259    327    14    7    FALSE
HS    16-cell    Image_12_191014    B04957    50    310    369    15    5    FALSE
HS    16-cell    Image_12_191014    B04957    51    463    98    15    6    FALSE
HS    16-cell    Image_12_191014    B04957    52    293    118    16    6    FALSE
HS    16-cell    Image_12_191014    B04957    53    441    221    17    7    FALSE
HS    16-cell    Image_12_191014    B04957    54    375    295    17    5    FALSE
HS    16-cell    Image_12_191014    B04957    55    370    292    23    5    FALSE
HS    16-cell    Image_12_191014    B04957    56    295    326    18    4    FALSE
HS    16-cell    Image_12_191014    B04957    57    275    252    17    5    FALSE
HS    16-cell    Image_12_191014    B04957    58    299    411    18    5    FALSE
HS    16-cell    Image_12_191014    B04957    59    452    233    19    9    FALSE
HS    16-cell    Image_12_191014    B04957    60    337    317    20    6    FALSE
HS    16-cell    Image_12_191014    B04957    61    327    49    22    5    FALSE
HS    16-cell    Image_12_191014    B04957    62    387    298    22    7    FALSE
HS    16-cell    Image_12_191014    B04957    63    71    362    22    7    FALSE
HS    16-cell    Image_12_191014    B04957    64    436    124    24    5    TRUE
HS    16-cell    Image_12_191014    B04957    65    227    328    22    5    FALSE
HS    16-cell    Image_12_191014    B04957    66    327    97    24    5    FALSE
HS    16-cell    Image_12_191014    B04957    67    405    307    26    12    FALSE
HS    16-cell    Image_12_191014    B04957    68    244    77    26    6    FALSE
HS    16-cell    Image_12_191014    B04957    69    331    116    24    5    FALSE
HS    16-cell    Image_12_191014    B04957    70    255    151    24    6    FALSE
HS    16-cell    Image_12_191014    B04957    71    107    380    26    5    FALSE
HS    16-cell    Image_12_191014    B04957    72    130    317    29    9    FALSE
HS    16-cell    Image_12_191014    B04957    73    302    76    30    5    FALSE
HS    16-cell    Image_12_191014    B04957    74    441    96    30    5    TRUE
HS    16-cell    Image_12_191014    B04957    75    410    102    30    5    FALSE
HS    16-cell    Image_12_191014    B04957    76    385    186    29    6    FALSE
HS    16-cell    Image_12_191014    B04957    77    264    301    30    5    FALSE
HS    16-cell    Image_12_191014    B04957    78    349    222    31    5    FALSE
HS    16-cell    Image_12_191014    B04957    79    241    230    33    7    FALSE
HS    16-cell    Image_12_191014    B04957    80    369    295    32    7    FALSE
HS    16-cell    Image_12_191014    B04957    81    467    166    34    9    FALSE
HS    16-cell    Image_12_191014    B04957    82    127    249    35    8    FALSE
HS    16-cell    Image_12_191014    B04957    83    385    286    34    6    FALSE
HS    16-cell    Image_12_191014    B04957    84    342    341    34    7    FALSE
HS    16-cell    Image_12_191014    B04957    85    373    122    35    6    FALSE
HS    16-cell    Image_12_191014    set-3    1    248    208    7    9    FALSE
HS    16-cell    Image_12_191014    set-3    2    400    47    14    6    TRUE
HS    16-cell    Image_12_191014    set-3    3    471    108    20    11    TRUE
HS    16-cell    Image_12_191014    set-3    4    412    76    25    10    TRUE
No_HS    2-cell    Image_08_191014    B04957    1    116    247    22    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    2    128    437    13    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    3    265    130    27    12    FALSE
No_HS    2-cell    Image_08_191014    B04957    4    292    196    11    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    5    297    122    16    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    6    192    142    7    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    7    134    422    6    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    8    94    463    7    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    9    190    168    5    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    10    343    164    8    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    11    43    320    10    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    12    232    171    12    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    13    264    148    10    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    14    218    176    23    13    FALSE
No_HS    2-cell    Image_08_191014    B04957    15    205    215    14    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    16    63    287    11    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    17    128    314    12    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    18    207    91    13    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    19    182    140    12    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    20    113    157    12    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    21    296    205    13    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    22    155    353    16    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    23    102    385    12    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    24    206    211    23    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    25    254    259    16    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    26    200    121    17    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    27    265    156    16    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    28    151    188    15    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    29    326    146    21    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    30    288    265    16    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    31    139    270    19    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    32    176    388    15    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    33    232    84    26    8    FALSE
No_HS    2-cell    Image_08_191014    B04957    34    66    371    20    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    35    238    191    18    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    36    218    231    18    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    37    207    293    19    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    38    151    300    19    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    39    311    132    24    9    FALSE
No_HS    2-cell    Image_08_191014    B04957    40    297    130    23    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    41    124    221    20    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    42    96    169    20    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    43    133    218    28    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    44    165    102    23    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    45    131    416    23    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    46    300    176    23    6    FALSE
No_HS    2-cell    Image_08_191014    B04957    47    126    307    24    7    FALSE
No_HS    2-cell    Image_08_191014    B04957    48    317    335    26    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    49    169    365    26    5    FALSE
No_HS    2-cell    Image_08_191014    B04957    50    214    204    28    4    FALSE
No_HS    2-cell    Image_08_191014    B04957    51    191    334    29    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    1    111    341    5    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    2    274    178    8    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    3    166    64    6    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    4    335    145    14    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    5    133    384    15    5    FALSE
No_HS    2-cell    Image_08_191014    set-3    6    316    142    13    5    TRUE
No_HS    4-cell    Image_02_191016    B04957    1    180    294    19    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    2    278    346    11    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    3    328    436    14    11    FALSE
No_HS    4-cell    Image_02_191016    B04957    4    344    184    25    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    5    365    493    19    6    TRUE
No_HS    4-cell    Image_02_191016    B04957    6    410    403    20    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    7    445    476    15    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    8    438    509    11    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    9    453    423    8    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    10    95    154    9    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    11    264    157    10    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    12    142    262    9    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    13    364    515    14    17    TRUE
No_HS    4-cell    Image_02_191016    B04957    14    304    230    10    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    15    409    493    10    7    TRUE
No_HS    4-cell    Image_02_191016    B04957    16    379    494    11    14    TRUE
No_HS    4-cell    Image_02_191016    B04957    17    361    215    9    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    18    456    369    10    7    FALSE
No_HS    4-cell    Image_02_191016    B04957    19    416    504    17    23    TRUE
No_HS    4-cell    Image_02_191016    B04957    20    488    373    12    11    TRUE
No_HS    4-cell    Image_02_191016    B04957    21    429    436    14    10    FALSE
No_HS    4-cell    Image_02_191016    B04957    22    287    478    12    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    23    248    353    14    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    24    430    424    13    8    FALSE
No_HS    4-cell    Image_02_191016    B04957    25    311    404    24    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    26    492    387    20    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    27    505    460    23    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    28    418    525    16    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    29    270    378    24    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    30    495    359    20    13    FALSE
No_HS    4-cell    Image_02_191016    B04957    31    339    459    21    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    32    371    159    23    10    FALSE
No_HS    4-cell    Image_02_191016    B04957    33    192    375    21    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    34    420    464    28    12    TRUE
No_HS    4-cell    Image_02_191016    B04957    35    226    380    22    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    36    534    371    25    5    TRUE
No_HS    4-cell    Image_02_191016    B04957    37    436    393    27    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    38    389    376    26    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    39    335    134    31    7    FALSE
No_HS    4-cell    Image_02_191016    B04957    40    224    264    30    5    FALSE
No_HS    4-cell    Image_02_191016    B04957    41    408    458    33    7    FALSE
No_HS    4-cell    Image_02_191016    B04957    42    445    372    36    6    TRUE
No_HS    4-cell    Image_02_191016    B04957    43    393    450    35    6    FALSE
No_HS    4-cell    Image_02_191016    B04957    44    373    519    36    5    FALSE
No_HS    4-cell    Image_02_191016    set-3    1    502    384    35    5    TRUE
No_HS    4-cell    Image_02_191016    set-3    2    417    436    10    5    FALSE
No_HS    4-cell    Image_02_191016    set-3    3    379    490    11    9    TRUE
No_HS    4-cell    Image_02_191016    set-3    4    519    362    17    6    FALSE
No_HS    4-cell    Image_02_191016    set-3    5    497    341    22    6    TRUE
No_HS    4-cell    Image_02_191016    set-3    6    450    267    26    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    1    60    111    17    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    2    98    362    17    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    3    110    64    7    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    4    110    352    13    24    FALSE
No_HS    4-cell    Image_06_191014    B04957    5    121    79    15    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    6    129    374    10    21    FALSE
No_HS    4-cell    Image_06_191014    B04957    7    139    320    21    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    8    148    428    22    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    9    173    129    8    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    10    170    372    15    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    11    191    405    19    16    FALSE
No_HS    4-cell    Image_06_191014    B04957    12    196    490    27    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    13    215    347    20    14    FALSE
No_HS    4-cell    Image_06_191014    B04957    14    223    540    27    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    15    248    334    33    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    16    252    471    27    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    17    260    244    29    10    FALSE
No_HS    4-cell    Image_06_191014    B04957    18    288    451    11    18    FALSE
No_HS    4-cell    Image_06_191014    B04957    19    315    463    14    16    FALSE
No_HS    4-cell    Image_06_191014    B04957    20    314    315    24    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    21    348    444    10    53    TRUE
No_HS    4-cell    Image_06_191014    B04957    22    348    469    13    21    FALSE
No_HS    4-cell    Image_06_191014    B04957    23    353    457    30    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    24    357    368    25    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    25    379    430    13    13    TRUE
No_HS    4-cell    Image_06_191014    B04957    26    382    412    17    10    FALSE
No_HS    4-cell    Image_06_191014    B04957    27    395    418    22    13    FALSE
No_HS    4-cell    Image_06_191014    B04957    28    400    473    27    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    29    413    434    31    12    TRUE
No_HS    4-cell    Image_06_191014    B04957    30    130    86    7    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    31    174    97    10    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    32    192    174    10    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    33    170    194    9    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    34    289    320    7    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    35    268    392    7    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    36    260    470    14    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    37    277    497    14    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    38    307    521    9    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    39    359    519    9    14    FALSE
No_HS    4-cell    Image_06_191014    B04957    40    123    35    7    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    41    213    187    9    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    42    213    332    8    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    43    331    360    7    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    44    381    413    8    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    45    367    434    7    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    46    416    439    9    12    FALSE
No_HS    4-cell    Image_06_191014    B04957    47    392    483    9    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    48    241    508    21    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    49    248    518    10    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    50    241    539    9    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    51    328    555    12    13    FALSE
No_HS    4-cell    Image_06_191014    B04957    52    198    98    9    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    53    251    257    8    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    54    334    338    15    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    55    266    354    10    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    56    406    452    12    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    57    381    465    9    8    TRUE
No_HS    4-cell    Image_06_191014    B04957    58    253    488    8    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    59    225    122    9    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    60    176    127    17    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    61    133    246    19    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    62    287    305    14    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    63    292    342    10    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    64    318    412    10    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    65    216    439    10    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    66    300    540    9    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    67    249    278    10    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    68    180    289    10    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    69    298    467    12    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    70    153    479    12    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    71    255    532    11    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    72    149    152    12    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    73    105    213    11    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    74    158    243    13    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    75    303    417    13    15    FALSE
No_HS    4-cell    Image_06_191014    B04957    76    274    471    16    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    77    232    544    15    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    78    151    320    13    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    79    224    462    11    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    80    267    461    12    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    81    363    532    12    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    82    240    525    16    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    83    67    99    17    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    84    245    320    17    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    85    151    440    18    16    FALSE
No_HS    4-cell    Image_06_191014    B04957    86    214    491    16    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    87    32    124    16    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    88    205    128    16    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    89    176    166    16    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    90    371    275    18    10    FALSE
No_HS    4-cell    Image_06_191014    B04957    91    403    355    15    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    92    254    408    15    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    93    157    413    22    23    FALSE
No_HS    4-cell    Image_06_191014    B04957    94    250    497    26    7    FALSE
No_HS    4-cell    Image_06_191014    B04957    95    323    508    15    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    96    111    275    16    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    97    316    442    16    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    98    259    454    21    18    FALSE
No_HS    4-cell    Image_06_191014    B04957    99    324    488    16    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    100    262    504    18    14    FALSE
No_HS    4-cell    Image_06_191014    B04957    101    360    559    24    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    102    130    80    21    4    FALSE
No_HS    4-cell    Image_06_191014    B04957    103    251    192    18    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    104    256    338    17    8    FALSE
No_HS    4-cell    Image_06_191014    B04957    105    396    452    21    10    FALSE
No_HS    4-cell    Image_06_191014    B04957    106    147    458    17    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    107    253    482    19    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    108    264    526    19    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    109    220    277    17    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    110    244    291    19    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    111    246    336    28    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    112    361    405    19    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    113    359    405    25    3    FALSE
No_HS    4-cell    Image_06_191014    B04957    114    302    444    22    9    FALSE
No_HS    4-cell    Image_06_191014    B04957    115    237    483    20    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    116    215    515    19    11    FALSE
No_HS    4-cell    Image_06_191014    B04957    117    314    536    18    6    FALSE
No_HS    4-cell    Image_06_191014    B04957    118    182    206    27    5    FALSE
No_HS    4-cell    Image_06_191014    B04957    119    128    259    21    5    FALSE
