Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
HS    12-cell    Image_03_191014    B04957    1    87    268    15    10    FALSE
HS    12-cell    Image_03_191014    B04957    2    99    222    28    5    FALSE
HS    12-cell    Image_03_191014    B04957    3    262    378    33    23    FALSE
HS    12-cell    Image_03_191014    B04957    4    273    274    8    11    TRUE
HS    12-cell    Image_03_191014    B04957    5    321    343    23    7    FALSE
HS    12-cell    Image_03_191014    B04957    6    372    304    31    9    FALSE
HS    12-cell    Image_03_191014    B04957    7    366    290    9    11    TRUE
HS    12-cell    Image_03_191014    B04957    8    456    374    12    5    TRUE
HS    12-cell    Image_03_191014    B04957    9    461    370    29    10    TRUE
HS    12-cell    Image_03_191014    B04957    10    144    138    8    7    FALSE
HS    12-cell    Image_03_191014    B04957    11    360    224    10    12    TRUE
HS    12-cell    Image_03_191014    B04957    12    320    236    8    6    TRUE
HS    12-cell    Image_03_191014    B04957    13    129    250    15    5    FALSE
HS    12-cell    Image_03_191014    B04957    14    351    253    7    5    TRUE
HS    12-cell    Image_03_191014    B04957    15    325    260    7    7    TRUE
HS    12-cell    Image_03_191014    B04957    16    411    263    14    5    FALSE
HS    12-cell    Image_03_191014    B04957    17    406    265    8    9    TRUE
HS    12-cell    Image_03_191014    B04957    18    331    328    9    12    TRUE
HS    12-cell    Image_03_191014    B04957    19    419    341    9    6    TRUE
HS    12-cell    Image_03_191014    B04957    20    335    405    7    5    FALSE
HS    12-cell    Image_03_191014    B04957    21    175    138    8    6    FALSE
HS    12-cell    Image_03_191014    B04957    22    224    279    8    8    FALSE
HS    12-cell    Image_03_191014    B04957    23    307    297    8    5    TRUE
HS    12-cell    Image_03_191014    B04957    24    312    341    8    5    TRUE
HS    12-cell    Image_03_191014    B04957    25    238    166    11    5    FALSE
HS    12-cell    Image_03_191014    B04957    26    151    245    11    5    FALSE
HS    12-cell    Image_03_191014    B04957    27    337    351    10    7    TRUE
HS    12-cell    Image_03_191014    B04957    28    328    360    9    5    FALSE
HS    12-cell    Image_03_191014    B04957    29    271    396    11    9    FALSE
HS    12-cell    Image_03_191014    B04957    30    415    397    9    7    TRUE
HS    12-cell    Image_03_191014    B04957    31    442    313    11    7    FALSE
HS    12-cell    Image_03_191014    B04957    32    364    422    11    5    FALSE
HS    12-cell    Image_03_191014    B04957    33    180    332    13    11    FALSE
HS    12-cell    Image_03_191014    B04957    34    253    143    11    5    FALSE
HS    12-cell    Image_03_191014    B04957    35    120    156    12    5    FALSE
HS    12-cell    Image_03_191014    B04957    36    443    260    13    8    FALSE
HS    12-cell    Image_03_191014    B04957    37    394    232    15    11    FALSE
HS    12-cell    Image_03_191014    B04957    38    204    237    15    7    FALSE
HS    12-cell    Image_03_191014    B04957    39    273    339    17    6    FALSE
HS    12-cell    Image_03_191014    B04957    40    336    428    19    25    FALSE
HS    12-cell    Image_03_191014    B04957    41    94    81    16    5    FALSE
HS    12-cell    Image_03_191014    B04957    42    79    104    18    5    FALSE
HS    12-cell    Image_03_191014    B04957    43    159    162    20    5    FALSE
HS    12-cell    Image_03_191014    B04957    44    387    357    20    5    FALSE
HS    12-cell    Image_03_191014    B04957    45    274    182    19    6    FALSE
HS    12-cell    Image_03_191014    B04957    46    300    207    21    5    FALSE
HS    12-cell    Image_03_191014    B04957    47    61    226    20    5    FALSE
HS    12-cell    Image_03_191014    B04957    48    171    157    22    11    FALSE
HS    12-cell    Image_03_191014    B04957    49    276    390    21    11    FALSE
HS    12-cell    Image_03_191014    B04957    50    378    422    21    5    FALSE
HS    12-cell    Image_03_191014    B04957    51    378    374    25    7    FALSE
HS    12-cell    Image_03_191014    B04957    52    373    172    26    6    FALSE
HS    12-cell    Image_03_191014    B04957    53    200    365    28    7    FALSE
HS    12-cell    Image_03_191014    B04957    54    458    374    37    5    FALSE
HS    12-cell    Image_03_191014    B04957    55    60    90    30    9    FALSE
HS    12-cell    Image_03_191014    B04957    56    145    85    29    5    FALSE
HS    12-cell    Image_03_191014    B04957    57    394    222    32    12    FALSE
HS    12-cell    Image_03_191014    B04957    58    263    102    31    5    FALSE
HS    12-cell    Image_03_191014    B04957    59    290    207    33    10    FALSE
HS    12-cell    Image_03_191014    B04957    60    292    238    34    12    FALSE
HS    12-cell    Image_03_191014    B04957    61    285    247    34    6    FALSE
HS    12-cell    Image_03_191014    B04957    62    237    354    36    12    FALSE
HS    12-cell    Image_03_191014    B04957    63    321    407    37    8    FALSE
HS    12-cell    Image_03_191014    B04957    64    153    111    36    11    FALSE
HS    12-cell    Image_03_191014    B04957    65    254    138    35    7    FALSE
HS    12-cell    Image_03_191014    B04957    66    204    257    36    8    FALSE
HS    12-cell    Image_03_191014    B04957    67    469    336    36    11    TRUE
HS    12-cell    Image_03_191014    B04957    68    169    86    37    5    FALSE
HS    12-cell    Image_03_191014    B04957    69    84    104    35    5    FALSE
HS    12-cell    Image_03_191014    B04957    70    269    187    36    8    FALSE
HS    12-cell    Image_03_191014    B04957    71    377    224    36    7    FALSE
HS    12-cell    Image_03_191014    B04957    72    260    262    36    5    FALSE
HS    12-cell    Image_03_191014    B04957    73    207    339    38    7    FALSE
HS    12-cell    Image_03_191014    B04957    74    83    189    37    5    FALSE
HS    12-cell    Image_03_191014    B04957    75    109    103    37    7    FALSE
HS    12-cell    Image_03_191014    B04957    76    394    334    38    6    FALSE
HS    12-cell    Image_03_191014    set-3    1    167    90    38    5    FALSE
HS    12-cell    Image_03_191014    set-3    2    336    350    10    16    TRUE
HS    12-cell    Image_03_191014    set-3    3    334    326    9    5    TRUE
HS    12-cell    Image_03_191014    set-3    4    172    143    8    8    FALSE
HS    12-cell    Image_03_191014    set-3    5    321    262    8    5    FALSE
HS    12-cell    Image_03_191014    set-3    6    415    349    10    6    TRUE
HS    12-cell    Image_03_191014    set-3    7    433    307    10    10    TRUE
HS    12-cell    Image_03_191014    set-3    8    243    349    14    6    FALSE
HS    12-cell    Image_03_191014    set-3    9    431    342    15    6    FALSE
HS    12-cell    Image_03_191014    set-3    10    132    279    16    5    TRUE
HS    12-cell    Image_03_191014    set-3    11    91    82    18    5    FALSE
HS    12-cell    Image_03_191014    set-3    12    375    322    18    5    TRUE
HS    12-cell    Image_03_191014    set-3    13    150    217    32    6    FALSE
HS    12-cell    Image_03_191014    set-3    14    99    116    36    5    FALSE
HS    12-cell    Image_03_191014    set-3    15    344    253    37    6    FALSE
HS    14-cell    Image_02_191014    B04957    1    90    93    18    14    TRUE
HS    14-cell    Image_02_191014    B04957    2    109    183    8    12    FALSE
HS    14-cell    Image_02_191014    B04957    3    129    218    23    11    FALSE
HS    14-cell    Image_02_191014    B04957    4    142    181    8    16    FALSE
HS    14-cell    Image_02_191014    B04957    5    172    138    9    7    TRUE
HS    14-cell    Image_02_191014    B04957    6    276    215    17    6    FALSE
HS    14-cell    Image_02_191014    B04957    7    422    275    16    11    FALSE
HS    14-cell    Image_02_191014    B04957    8    445    211    6    8    FALSE
HS    14-cell    Image_02_191014    B04957    9    443    240    6    6    FALSE
HS    14-cell    Image_02_191014    B04957    10    239    93    7    7    FALSE
HS    14-cell    Image_02_191014    B04957    11    219    289    13    7    FALSE
HS    14-cell    Image_02_191014    B04957    12    439    112    8    9    FALSE
HS    14-cell    Image_02_191014    B04957    13    314    167    8    5    FALSE
HS    14-cell    Image_02_191014    B04957    14    251    201    8    5    FALSE
HS    14-cell    Image_02_191014    B04957    15    322    213    8    15    FALSE
HS    14-cell    Image_02_191014    B04957    16    145    257    8    7    FALSE
HS    14-cell    Image_02_191014    B04957    17    140    272    8    7    FALSE
HS    14-cell    Image_02_191014    B04957    18    371    278    8    5    FALSE
HS    14-cell    Image_02_191014    B04957    19    423    130    10    7    FALSE
HS    14-cell    Image_02_191014    B04957    20    501    211    8    5    FALSE
HS    14-cell    Image_02_191014    B04957    21    246    244    7    6    FALSE
HS    14-cell    Image_02_191014    B04957    22    355    276    8    8    FALSE
HS    14-cell    Image_02_191014    B04957    23    395    333    10    10    FALSE
HS    14-cell    Image_02_191014    B04957    24    240    74    11    12    FALSE
HS    14-cell    Image_02_191014    B04957    25    409    169    11    13    FALSE
HS    14-cell    Image_02_191014    B04957    26    73    227    10    10    FALSE
HS    14-cell    Image_02_191014    B04957    27    376    132    16    11    FALSE
HS    14-cell    Image_02_191014    B04957    28    422    142    12    8    FALSE
HS    14-cell    Image_02_191014    B04957    29    69    153    12    7    FALSE
HS    14-cell    Image_02_191014    B04957    30    259    141    13    7    FALSE
HS    14-cell    Image_02_191014    B04957    31    507    189    12    11    FALSE
HS    14-cell    Image_02_191014    B04957    32    304    207    12    5    FALSE
HS    14-cell    Image_02_191014    B04957    33    105    210    16    8    FALSE
HS    14-cell    Image_02_191014    B04957    34    275    304    14    6    FALSE
HS    14-cell    Image_02_191014    B04957    35    383    339    15    6    FALSE
HS    14-cell    Image_02_191014    B04957    36    123    72    15    6    TRUE
HS    14-cell    Image_02_191014    B04957    37    303    165    14    7    FALSE
HS    14-cell    Image_02_191014    B04957    38    372    179    16    7    FALSE
HS    14-cell    Image_02_191014    B04957    39    169    191    14    6    FALSE
HS    14-cell    Image_02_191014    B04957    40    448    294    16    10    FALSE
HS    14-cell    Image_02_191014    B04957    41    366    73    19    6    FALSE
HS    14-cell    Image_02_191014    B04957    42    205    290    17    7    FALSE
HS    14-cell    Image_02_191014    B04957    43    426    335    18    5    FALSE
HS    14-cell    Image_02_191014    B04957    44    254    99    19    7    FALSE
HS    14-cell    Image_02_191014    B04957    45    449    314    20    7    FALSE
HS    14-cell    Image_02_191014    B04957    46    148    111    20    7    TRUE
HS    14-cell    Image_02_191014    B04957    47    141    155    20    5    TRUE
HS    14-cell    Image_02_191014    B04957    48    264    77    21    5    FALSE
HS    14-cell    Image_02_191014    B04957    49    490    284    23    9    FALSE
HS    14-cell    Image_02_191014    B04957    50    164    189    23    5    TRUE
HS    14-cell    Image_02_191014    B04957    51    340    190    21    5    FALSE
HS    14-cell    Image_02_191014    B04957    52    251    186    25    6    TRUE
HS    14-cell    Image_02_191014    B04957    53    391    103    30    6    FALSE
HS    14-cell    Image_02_191014    B04957    54    161    108    29    5    TRUE
HS    14-cell    Image_02_191014    B04957    55    186    226    29    5    TRUE
