X	index	z	y	x	n_rna	coloc	cell	avg	transcript
1035	16	17	294	448	17	16	False	Image_10	Avg	clu-1
1036	17	18	191	486	18	9	False	Image_10	Avg	clu-1
1037	20	21	125	453	21	12	False	Image_10	Avg	clu-1
1038	23	24	141	451	21	13	False	Image_10	Avg	clu-1
1039	25	26	169	476	26	18	False	Image_10	Avg	clu-1
1040	26	27	133	270	23	10	False	Image_10	Avg	clu-1
1041	27	28	140	407	22	5	False	Image_10	Avg	clu-1
1042	28	29	182	434	25	13	False	Image_10	Avg	clu-1
1043	29	30	140	441	24	15	False	Image_10	Avg	clu-1
1044	30	31	186	460	24	8	False	Image_10	Avg	clu-1
1045	31	32	191	494	22	5	False	Image_10	Avg	clu-1
1046	32	33	103	468	23	5	False	Image_10	Avg	clu-1
1047	33	34	167	453	26	18	False	Image_10	Avg	clu-1
1048	34	35	168	449	30	4	False	Image_10	Avg	clu-1
1049	35	36	273	453	29	11	False	Image_10	Avg	clu-1
1050	37	38	147	406	27	6	False	Image_10	Avg	clu-1
1051	39	40	179	350	30	15	False	Image_10	Avg	clu-1
1052	40	41	220	288	31	9	False	Image_10	Avg	clu-1
1053	41	42	267	420	36	14	False	Image_10	Avg	clu-1
1054	42	43	304	397	36	8	False	Image_10	Avg	clu-1
1055	43	44	159	467	34	5	False	Image_10	Avg	clu-1
1056	46	47	216	536	35	5	False	Image_10	Avg	clu-1
1057	47	48	278	367	32	5	False	Image_10	Avg	clu-1
1058	48	49	171	326	35	12	False	Image_10	Avg	clu-1
1059	49	50	270	377	35	5	False	Image_10	Avg	clu-1
1060	50	51	183	513	39	14	False	Image_10	Avg	clu-1
1061	51	52	183	513	34	5	False	Image_10	Avg	clu-1
1062	53	54	155	280	37	7	False	Image_10	Avg	clu-1
1063	54	55	234	408	37	9	False	Image_10	Avg	clu-1
1064	56	57	324	375	44	5	False	Image_10	Avg	clu-1
1065	58	59	297	338	39	6	False	Image_10	Avg	clu-1
1066	63	64	266	441	44	8	False	Image_10	Avg	clu-1
1067	64	65	300	418	44	6	False	Image_10	Avg	clu-1
1068	65	66	264	470	45	9	False	Image_10	Avg	clu-1
1069	67	68	327	344	52	6	False	Image_10	Avg	clu-1
1070	68	69	311	347	45	8	False	Image_10	Avg	clu-1
1071	69	70	280	409	46	10	False	Image_10	Avg	clu-1
1072	70	71	274	431	47	9	False	Image_10	Avg	clu-1
1073	71	72	269	429	55	5	False	Image_10	Avg	clu-1
1074	72	73	168	492	46	7	False	Image_10	Avg	clu-1
1075	79	80	302	430	54	8	False	Image_10	Avg	clu-1
